Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
946.,PR Miss Daun,"KANOMAN, Banyuraden, Gamping, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,13134
947.,PT Mitra Adi Jaya,"Jalan Gedong Kuning KM.6 Kalitirto Berbah Sleman, Kalitirto, Berbah, Kabupaten Sleman, DI Yogyakarta",Telp. 02744435221,,
948.,PT Mitra Karya Plastindo,"DUSUN NGEMPLAK, RT02/RW30, CATURHARJO, SLEMAN, Kabupaten Sleman, DI Yogyakarta",Telp. 02744363892,,22220
949.,CV Mitra Persada Nusantara,"Karangmalang B17, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,14120
950.,CV Mitra Prestama,"Padukuhan Jolosutro, Srimulyo, Piyungan, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,15121
951.,PR Mitra Sari Cempol,"Klegen RT 13 RW 07, Sendangsari, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081********,,32905
952.,PT Mitra Sejahtera Membangun Bangsa,"Jalan Kyai Samiyoredjo, Gondang Lutung, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Donoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 0274 2884211,,28210
953.,PR Mizani,"Jl. Bougenville CTx-01, RT.05 RW.02, Santren, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,15121
954.,PR Moch Hasan Tarmuzi,"Ngemplek, Piyaman, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,10799
955.,PR Modina Furniture,"Pulo, Gulurejo, Lendah, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,31001
956.,PR Mohamad Sumpeno,"Nanggulan No.78, RT.08/RW.17, Desa/Kelurahan Maguwoharjo, Kec. Depok, Kab. Sleman, Provinsi Daerah Istimewa Yogyakarta, Maguwoharjo, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,15121
957.,PR Mohammad Yusuf Sapta Jaya Angkasa,"Jln. Kaliurang km 13.5 Perum Griya Perwita Wisata Blok AS 17, Sukoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 081*******,,10216
958.,PT Mokken Cita Rona,"Jl. Purbaya No.33, Warak Lor, Sumberadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55288, Sumberadi, Mlati, Kabupaten Sleman, DI Yogyakarta",Telp. 0274866057,,31001
959.,CV Monera,"Desa banturejo, Sukoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,13134
960.,PR Monna Food,"Ngruno RT 46 RW 20, Karangsari, Karangsari, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 083*********,,10750
961.,PR Moonseed Pottery,"Gesik 03, Kalipucang, Bangunjiwo, Kasihan, Bantul, DI Yogyakarta, Kalipucang, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,23932
962.,PR Mubaroh,"BETORO LOR, Karangasem, Ponjong, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 088*********,,10779
963.,PR Muffie Snack,"Papak RT.22 RW.07, Kalirejo, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,10750
964.,PR Mugi Barokah,"Pantog Kulon, Banjaroyo, Kalibawang, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,10794
965.,PR Mugilah,"Sulang kidul RT 59 Patalan Jetis Bantul 55781, Patalan, Jetis, Kabupaten Bantul, DI Yogyakarta",Telp. 089*********,,11090
966.,PR Mugiyo Budi Harjana,"Tirto RT 05, Triharjo, Pandak, Kabupaten Bantul, DI Yogyakarta",Telp. 081********,,32903
967.,PR Muhamad Riza Nadoa,"Perum Kepuh Wetan 11 RT.4, Wirokerten, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,10330
968.,PR Muhammad Bagas Amura,"Jl. Sunan Ampel, Rt.01, Rw.02, Trimulyo 2,, Kepek, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085*********,,18111
969.,PR Muhammad Ega Fathy Farhat,"Pengkol, Desa Gulurejo, Kecamatan Lendah, Kabupaten Kulon Progo, Provinsi D.I Yogyakarta, Gulurejo, Lendah, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,23963
970.,PR Muhammad Farras,"JALAN WULUNG NO 250 PRINGWULUNG,, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 089********,,13134
971.,PR MUHAMMAD FIRDAN ASHARI,"Jalan Ngebel (rolling door hijau) , Geblagan, Tamantirto, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,16293
972.,PR Muji Merry Purwanti,"COKROKONTENG, Sidoarum, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,10750
973.,PR Muji Rahayu,"Klepu, Karangasem, Ponjong, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,10710
974.,PR Muji Rahmawati,"Keparakan Kidul MG I / 1155 RT 55 RW 13, Keparakan, Mergangsan, Kota Yogyakarta, DI Yogyakarta",Telp. 081********,,13134
975.,PR Mujiman,"Sumur, Giripurwo, Purwosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,31001
976.,PR Mujito,"Blekonang II, Tepus, Tepus, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,32112
977.,PR Mukiyana,"BLIMBING, Planjan, Saptosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,32120
978.,CV Mulia Pratama,"Jallan Kyai Legi 77 Sumbermulyo, Kepek, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 0,,31001
979.,PT Mulia Prima Nusa,"Krangkungan No. 24A, RT. 002/ 008,, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 021 5710467,,26512
980.,PR Multi Anugerah Daya Garmindo,"jln cangkringan km 1 no 8 dhuri, tirtomartani, kalasan, Kabupaten Sleman, DI Yogyakarta",Telp. 0274 497438,,
981.,CV Multi Rezeki Abadi,"Perum Candi Gebang Permai blok 1 No 4 RT.18 RW.66 Jetis Wedomartani Ngemplak Sleman DI Yogyakarta, Wedomartani, Ngemplak, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,18111
982.,CV Multi Sumber Grafika,"PERUM VILA CEMPAKA MULIA NO. 1C, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 085************,,
983.,CV Multitechnologi,"Sidorejo Dk. 12 RT. 007/000, Ngestiharjo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,26513
984.,PR Mulyadi,"Gaduh Rt31 Patalan Jetis Bantul, Jalan Parangtritis km 14,5 Gaduh Rt31 Patalan Jetis, Patalan, Jetis, Kabupaten Bantul, DI Yogyakarta",Telp. 081************,,28151
985.,PR Mulyana,"PLOSO II RT 003/015, Sumberwungu, Tepus, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,25112
986.,PT Muncul Abadi,"Jalan Soragan No. 45, Ngestiharjo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 0274623033,,
987.,PR Murni Jaya,"Ngaseman, RT 24 RW 06, Hargorejo, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,
988.,PR Murtinem,"Pongangan RT 010 RW 005 , Desa/Kelurahan Sentolo, Kec. Sentolo, Kab. Kulon Progo, Provinsi Daerah Istimewa Yogyakarta Kode Pos: 55664, Sentolo, Sentolo, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,32903
989.,PR Murwanti,"Banyumeneng I, Giriharjo, Panggang, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,12019
990.,PR Muryani,"Jl. Ngasem no.22 Yogyakarta, Kadipaten, Kraton, Kota Yogyakarta, DI Yogyakarta",Telp. 089********,,15201
991.,CV Mutiara Usaha,"Pakeljaluk, Piyaman, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081********,,31001
992.,CV Mz Medical,"Wadeng, Wadeng, Sidayu, Kabupaten Gresik, Jawa Timur",Telp. 082*********,,20121
993.,PR NABILA LISYA KARINA,"Watu glundung, Giriloyo Rt006,, Wukirsari, Imogiri, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,13134
994.,PR Nabilah Nawarrohmah,"Watugilang A, Mulusan, Paliyan, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 082*********,,13134
995.,PT Nalika Santosa Nagara,"griya perwita wisata as.22, Sukoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,22293
996.,BUL Namansa Bakti Citra,"Gancahan 7 no.52 Rt.003 Rw.016, Sidomulyo, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. +622742822721,,14111
997.,PR Nani Eka Arisusanda,"Blubuk. RT 47 RW 24, Sendangsari, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,10313
998.,PR Nanik Umayati,"Glagah Rt.036 Rw.016, Glagah, Temon, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 083*********,,32115
999.,PT Nanosense Instrument Indonesia,"Celeban UH III-775E, Tahunan, Umbulharjo, Kota Yogyakarta, DI Yogyakarta",Telp. 088********,,26120
1000.,PT Nanoteknologi Swadaya Indonesia,"Jl. Sidanti No.99, Kelurahan Condong Catur, Kecamatan Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,20212
1001.,PR Narendis Grup,"narendis house, jurug rt 45 argosari sedayu bantul (rumah pojok gerbang hitam ada poster depan rumah), Argosari, Sedayu, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10723
1002.,PT Nasmoco Bahana Motor,"JL.RING ROAD SELATAN RT 02 DK.VI JADAN, TAMANTIRTO, KASIHAN, Kabupaten Bantul, DI Yogyakarta",Telp. 0274 4469567,,45201
1003.,PT Nata Ultima Enggal,"Jl. Laksda Adi Sucipto No. 37 RT 005, Bantul, Bantul, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,27120
1004.,PT Natajaya Bnh Indonesia,"JL. SRANDAKAN KM. 01, JODOG, GILANGHARJO, PANDAK, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,15121
1005.,CV Naturavell Indonesia,"Jl. Kenanga no. 55, Cikal Dempet, Kayen, RT 001 RW 043, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,20231
1006.,PT Naturindo Fresh,"Dusun Secang RT.29/RW.16, Sendangsari, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,21022
1007.,CV Navara Multi Usaha,"BAKALAN RT.09, PENDOWOHARJO, SEWON, BANTUL, Pendowoharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,29200
1008.,CV Navil Natural,"Jl. Pedes Km 3.5, Kemusuk Lor, Argomulyo, Sedayu, Kabupaten Bantul, DI Yogyakarta",Telp. (0274)2820318,,10722
1009.,CV Nawasena Jasa Sastra,"Pengkol, Desa/Kelurahan Pengkol, Pengkol, Nglipar, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 082*********,,31001
1010.,CV Nebula Craftwork,"Jalan Karangjati No. 17, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 02742811638,,31001
1011.,PR Nenik Wahyu Wijayanti,"Bedukan RT 02, Pleret, Pleret, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,
1012.,PR Nessa Eka Fauzia,"Karangkajen MG III/873 Yogyakarta RT 41 RW 11, Brontokusuman, Mergangsan, Kota Yogyakarta, DI Yogyakarta",Telp. 082*********,,11040
1013.,PR Ngabasto,"NANGSRI LOR, Candirejo, Semanu, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 088********,,16221
1014.,CV Ngapdon Papua Jaya,"Nanggulan Kidul Nomor 24, Rukun Tetangga 005 Rukun Warga 016, Maguwoharjo, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,10761
1015.,PR Ngatinem,"Bedil Wetan, Rejosari, Semin, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081********,,10794
1016.,PR Ngatiyo,"Watugilang A, Mulusan, Paliyan, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,13134
1017.,PT Niaga Gunung Altai,"Jalan Parangtritis KM 5,7 Pandes, Panggungharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,17019
1018.,PT Niaga Merapi,"Jalan Ringroad Barat, Cambahan, Nogotirto, Gamping, Kabupaten Sleman, DI Yogyakarta",Telp. 0274625759,,31001
1019.,"PR NIHAYATUR RUHAMA, SE","BEDUKAN, RT 03 PLERET BANTUL, Pleret, Pleret, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10761
1020.,PR Niken Parwanti Kinanti,"Tempelsari Rt.003 Rw.035, Banjeng, Maguwoharjo, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 089*********,,10313
1021.,PR NILA ROSNILAWATI,"JL. PURWANGGAN NO.14, Purwokinanti, Pakualaman, Kota Yogyakarta, DI Yogyakarta",Telp. 081*********,,10750
1022.,PR Nina Istriyani,"PLOSO II RT 003/015, Sumberwungu, Tepus, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,10794
1023.,CV Nine Sinar Abadi,"Klayu, Timbulharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,14111
1024.,PR NINING SETYANINGSIH,"DAGEN RT 03 RW 25, Sidoarum, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 089********,,10422
1025.,PR Njambon Manunggal,"JAMBON, RT. 59, RW. 20,, Donomulyo, Nanggulan, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,32903
1026.,PR Norhidayah,"GUNUNG REGO RT 18/05 HARGOREJO KOKAP KULON PROGO, Desa/Kelurahan Hargorejo, Kec. Kokap, Kab. Kulon Progo, Provinsi Daerah Istimewa Yogyakarta Kode Pos: 55653, Hargorejo, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,10792
1027.,PR Normalia Wijayanti,"Gabugan RT02/RW07, Donokerto, Turi, Kabupaten Sleman, DI Yogyakarta",Telp. 089********,,10710
1028.,PR Normalina,"SEMBUNG RT 4 RW 30, Balecatur, Gamping, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,14131
1029.,CV Nosin Indonesia,"Ngentak, Bangunjiwo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 0274 - 4287011,,20232
1030.,PR Noveti Endriyani,"Jl Parangtritis km 03, Bangunharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 089*********,,11040
1031.,PR Novi Perwitasari,"Jl kemangi no 105B, Sinduharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 086*********,,14120
1032.,PR Novi Yanty,"Perumahan Sokowaten Asri No. A1 RT. 3 RW. 13, Banguntapan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,
1033.,PT Nugraha Potong Tekuk Plat,"JL CANGKRINGAN KM 3,5, Purwomartani, Kalasan, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,25920
1034.,PR Nugroho Nurdiyanto,"Tambakbayan IV RT 05 RW 02, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,13134
1035.,PR Nuki Ridwan,"Tubin RT 35, Sidorejo, Lendah,, Sidorejo, Lendah, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,31001
1036.,PR Nuncy Aqsita Sari,"SEWUGALUR PEDUKUHAN XII RT 047 RW 023, Karangsewu, Galur, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 087*********,,10216
1037.,PR Nungki Rudatin,"Siyono Wetan, Logandeng, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085*********,,10750
1038.,PR Nuniek Endang Sepsiana,"Jl Parangtritis no. 70, RT 058 RW 016, Mantrijeron, Mantrijeron, Kota Yogyakarta, DI Yogyakarta",Telp. +6281327772419,,10794
1039.,PR Nur Aini,"deresan 04 ringinharjo bantul, Ringinharjo, Bantul, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,14120
1040.,PR Nur Azizu Laila Putri,"Gunungdowo Rt04/Rw04, Giring, Paliyan, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 082*********,,10710
1041.,PR Nur Diana Hidayati Se,"Jl. Ki Mangunsarkoro 36, Gunungketur, Pakualaman, Kota Yogyakarta, DI Yogyakarta",Telp. 081*********,,32903
1042.,"PR Nur Faizah.AMD,KEB","giriloyo,, Wukirsari, Imogiri, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,13134
1043.,PR Nur Fatimah,"Cengkehan RT 004, Wukirsari, Imogiri, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,11090
1044.,PR NUR LESTARI,"Jarananan Rt 03, Panggungharjo, Sewon, Bantul,, Panggungharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10794
1045.,PR Nur Rohman,"KEDUNG I, Karangtengah, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,25931
1046.,PR Nurakhman Huda,"Jalan Tobanan 1 Dayakan, Pengasih, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,18111
1047.,PR Nurhayatiningsih,"Barongan Rt 02, Sumberagung, Jetis, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10794
1048.,PR Nurhayatun,"Gubug RT. 51, Argosari, Sedayu, Kabupaten Bantul, DI Yogyakarta",Telp. 085*,,10793
1049.,PR Nuri Ningsih Hidayati,"Karongan RT06/RW12 Jogotirto Berbah, Jogotirto, Berbah, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,
1050.,PR Nurina Lestarianingrum,"Jl. Taman Siswa, Joyonegaran MG. II No. 928 B, Wirogunan, Mergangsan, Kota Yogyakarta, DI Yogyakarta",Telp. 0274371350 / 081226225915,,13121
1051.,PR Nurniyati,"SOKA, Ngoro-oro, Patuk, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081********,,14120
1052.,PR NUROCHMAN,"Penen Rt.03 Rw 34, Donoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,14120
1053.,PR Nursiyah,"Bandan, Sendangsari, Minggir, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,13132
1054.,PR Nurul Endang Sulastri Yustriarini,"MAMAMIA KITCHEN Bimokurdo no.13, RT20/ RW06, Demangan, Gondokusuman, Kota Yogyakarta, DI Yogyakarta",Telp. 085*********,,10710
1055.,PR Nurul Hadiyati,"Sorowajan RT 12 RW 11 no 259, Banguntapan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 088********,,14111
1056.,PR NURUL INDAH KHASANAH,"Mancasan Kleben Gg Abimanyu No 44 C RT03 RW25 Pandowoharjo Sleman Yogyakarta, Pandowoharjo, Sleman, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,10130
1057.,PR Nurul Komri,"KARANGAYU RT 001/RW 007, Kelor, Karangmojo, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 088********,,14132
1058.,PR Nurwanti,"Gambiran, Bunder, Patuk, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 083*********,,10794
1059.,PR Nusa Etta Wahida,"jeronan pedukuhan X RT. 044 RW.020, brosot, galur, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 02747722432,,10520
1060.,PR Nusa Indah Collection,"SIYONO WETAN 65/10(DEPAN TIMUR GEDUNG SERBAGUNA SIYONO), LOGANDENG, PLAYEN, GUNUNGKIDUL,DIY, Logandeng, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,14111
1061.,PT Nusa Multi Teknika,"Kanggotan RT 08, Pleret, Pleret, Kabupaten Bantul, DI Yogyakarta",Telp. 02742812643,,26512
1062.,PT Nutrindo Boga Alami,"SUNDI KIDUL, Argorejo, Sedayu, Kabupaten Bantul, DI Yogyakarta",Telp. +6282226278846,,10772
1063.,PR Nuts Industry,"Puspa Indah Blok O-8 Gedongan Kel. Bangunjiwo Kec. Kasihan Kab. Bantul, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,10734
1064.,PR Nuur Astika Permata Sari,"Sorowajan RT 13 Banguntapan Bantul, Banguntapan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 089*********,,11040
1065.,PR Nyoman Leni Hermawan,"Kantilerjo GM 1/490, Ngupasan, Gondomanan, Kota Yogyakarta, DI Yogyakarta",Telp. 081*********,,32903
1066.,PR Nyoto Raharjo,"Pendowoharjo indah jl. Ontorejo11 rt 67 rogoitan sewon bantul, Pendowoharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,10710
1067.,PR Oak Leather Gallery,"Jl. Bougenville CT x-01, RT.05 RW.02, Santren, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,15121
1068.,PT Odixa Pharma Laboratories,"Jalan Raya Jogja-Wates Km. 20 Padukuhan Blimbing, Sukoreno, Sentolo, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 0274 542024,,
1069.,PT Odixa Pharma Laboratories,"Jalan Lowanu No. 60 RT 018 RW 005, Sorosutan, Umbulharjo, Kota Yogyakarta, DI Yogyakarta",Telp. (0274) 542024,,20231
1070.,CV Oedi Sahabat Sejati,"KANOMAN RT01 RW05 NO 68, Banyuraden, Gamping, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,70209
1071.,PR Oksan Thiodorus Susilo,"Jalan Ahmad Yani, Banguntapan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,10710
1072.,PR Olahan Ikan Tuna Bu Hirto,"Mulyosari RT 01 RW 02, BALEHARJO, WONOSARI, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,10216
1073.,PR Olya Widowati Putri,"Ngaliyan RT/RW 004/005, Nglipar, Nglipar, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 088*********,,10710
1074.,CV omah Resik Jogja,"jl.dr.Rajiman no.88, Tridadi, Sleman, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,
1075.,PR Oman Syahroni,"Jalan Pangeran Puger, Desa/Kelurahan Maguwoharjo, Kec. Depok, Kab. Sleman, Provinsi Daerah Istimewa Yogyakarta, Maguwoharjo, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,13929
1076.,PR Onde Ketawa Karangtengah,"Karangtengah I, Karangtengah, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,10710
1077.,PR Onepro Garage,"kaja 1, Rt01/08, Karangtengah, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,33159
1078.,PT Otskyr Sembagi Mandara Nawasena,"Jl. Palagan Tentara Pelajar, No. 79A-79C, Kel. Sariharjo, Kec. Ngaglik, Kab. Sleman, Prov. Daerah Istimewa Yogyakarta, Kode Pos: 55581, Sariharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,62021
1079.,PT Out Of Asia,"Jl. Parangtritis KM. 8.5, Tembi, Timbulharjo, Sewon, Bantul, Yogyakarta, Timbulharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 0274 368 250,,16230
1080.,PT Out Of Asia,"Jl Kayuhan, Blabak Triwidadi, Triwidadi, Pajangan, Kabupaten Bantul, DI Yogyakarta",Telp. 62 274 2826202,,23961
1081.,PR Pabrik Kerupuk Laksana,"Paten RT05/RW05, Tridadi, Sleman, Kabupaten Sleman, DI Yogyakarta",Telp. 081***********************,,10794
1082.,PR Paelan,"Gadungsari, Wonosari, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,10794
1083.,CV Palapa Service,"SIYONO, LOGANDENG, PLAYEN, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 02742901482,,95220
1084.,CV Palem Craft Jogja,"Jl Pramuka, Trirenggo, Bantul, Trirenggo, Bantul, Kabupaten Bantul, DI Yogyakarta",Telp. 2819489,,16292
1085.,"PR PANCA IRAWATI, SE","Blunyahrejo TR II/1019 A Yogyakarta, Kricak, Tegalrejo, Kota Yogyakarta, DI Yogyakarta",Telp. 0274-543045,,13134
1086.,CV Panca Karya,"Jati sari, Playen, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,31001
1087.,PR Pancal Bike,"Karangturi, rt07, Baturetno, Banguntapan, Bantul, DI Yogyakarta, Baturetno, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 089*********,,
1088.,CV Pandu Pratama Karya,"Dusun Dayakan RT 005 RW 036, Sardonoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 02717792191,,20127
1089.,CV Panelindo,"Ngunan Unan Dk 7, Srigading, Sanden,, Srigading, Sanden, Kabupaten Bantul, DI Yogyakarta",Telp. 081********,,31002
1090.,CV Pangan Lokal Sejahtera,"Jalan Dr. Sutomo No. 11A Kel. Bausasran Kec. Danurejan Kota Yogyakarta, Bausasran, Danurejan, Kota Yogyakarta, DI Yogyakarta",Telp. 082*********,,10794
1091.,PR Panggih Triatmoko,"GUMAWANG,, Putat, Patuk, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,10732
1092.,PT Panmitra Syariah Indonesia,"Bodowaluh, Srihardono, Pundong, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,14111
1093.,CV Paradise Batik,"Jl. Potorono Joho No.25, Jambidan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 0274281111,,13134
1094.,PT Paradise Island Furniture,"JL.WATES KM 12 GUBUG, ARGOSARI, SEDAYU, Kabupaten Bantul, DI Yogyakarta",Telp. 0274797536,,31001
1095.,PR parijan,"Tlogolelo RT 013 RW 003, Hargomulyo, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,23922
1096.,PR Parinem,"Kepek, Semin, Semin, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085*********,,32903
1097.,PR Parini Wihastuti,"DAGEN, Sidoarum, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,11090
1098.,PT Paris Fashion Internasional,"Jalan Bakulan Wetan, Patalan, Jetis, Kabupaten Bantul, DI Yogyakarta",Telp. 0274 535660,,14111
1099.,PR Parji,"GUNUNGSARI, Sambirejo, Prambanan, Kabupaten Sleman, DI Yogyakarta",Telp. +6282137243942,,23963
1100.,PR Parmi,"Banyumeneng I, Giriharjo, Panggang, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,12019
1101.,PR Partinem,"Nglegok, Giritirto, Purwosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,12019
1102.,PR Paryanto,"GAMBIRAN RT 028 RW 007, Bunder, Patuk, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,10732
1103.,PR Pathimiyyah,"SUNGAPAN I, Hargotirto, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 083*********,,10621
