Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
2628.,PT Kemasanindo Molek,"Kp. Pangodokan Kidul RT. 003 RW. 03 Kuta Bumi PasarKemis Kab. Tangerang Banten, Kutabumi, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 02154365238,,22220
2629.,PT Kemasindo Indah Triutama,"Jl. Otonom Raya Cikupa Pasar Kemis KM. 4,0, Suka Asih, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 0215904060,,22220
2630.,PT Kemilau Surya Mandiri,"Jl. Husein Sastranegara Pergudangan Nusa Indah Blok C 7-9, Benda, Jurumudi, Kota Tangerang, Banten",Telp. 02154382458,,13133
2631.,PT Kemiri Jaya Fiber Tehnik,"Jl. Raya Kemiri Rt. 008/002, Kemiri, Kemiri, Kabupaten Tangerang, Banten",Telp. 02159342184,,23129
2632.,PT KEMMI JAYA ABADI,"PERGUDANGAN ALAM SUTERA JALAN TECHNO  8 NO 23 , PEKULONAN, SERPONG UTARA, KOTA TANGGERANG SELATAN, 15325 ,BANTEN , INDONESIA, PEKULONAN, SERPONG UTARA, Kota Tangerang Selatan, Banten",Telp. 081*********,,
2633.,CV KEMREZ CHEMICALS,"Jl. Kasir I KP Ledug Rt.02 Rw.03, Alam Jaya, Jati Uwung, Kota Tangerang, Banten",Telp. 0215813001,,20291
2634.,CV Kencana Abadi,"Laksana Business Park Blok BC 27-28, Kec. Pakuhaji, Tangerang, Laksana, Paku Haji, Kabupaten Tangerang, Banten",Telp. 021-55931182,,32402
2635.,CV KENCANA ABADI,"Jl. Raya Kali Baru, Laksana, Laksana Business Park Blok BC 27-28 l., Laksana, Paku Haji, Kabupaten Tangerang, Banten",Telp. 021-55931182,,32402
2636.,PT KENCANA GEMILANG,"JL. RAYA SERANG KM. 16,8, TALAGA, CIKUPA, Kabupaten Tangerang, Banten",Telp. 021 5960203,,27520
2637.,PT Kencana Mas Mulia,"Jl. Raya Prancis, Komplek Pergudangan 8 No. 8, Jatimulya, Kosambi, Kabupaten Tangerang, Banten",Telp. 021-5500019,,10793
2638.,PT Kencana Mulia Plastikindo,"JL. Raya Industri VII Blok M No. 8, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 021-59313032,,22220
2639.,PT Kencana Panelindo,"Kampung Pasirnangka RT. 001/002 Desa Pasirnangka, Pasirnangka, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 0215990938,,25112
2640.,PT Kencana Putra Jaya,"Kawasan Industri Doson Jl.Raya Legok Km.6, Cijantra, Pagedangan, Kabupaten Tangerang, Banten",Telp. 021-5469492,,22220
2641.,PT KENCANA SSANG YONG BUILD,"KAMP. PASIR NANGKA RT 01 RW 02, PASIR NANGKA, TIGARAKSA, Kabupaten Tangerang, Banten",Telp. 02130067988,,25112
2642.,PT KENDA RUBBER INDONESIA,"Jl. Raya Cikande Rangkas Bitung km 5, Kareo, Jawilan, Kabupaten Serang, Banten",Telp. 0254-7951355,,22111
2643.,PT KENERTEC POWER SYSTEM,"Jl. Raya Anyer KM 122, Link. Gambiran RT 12 / RW 03, Gunung sugih, Ciwandan, Kota Cilegon, Banten",Telp. 0254-600882,,25113
2644.,PT Kenindo Tunggal Perkasa,"Desa Sukanagara RT.007 RW.001, Sukanagara, Cikupa, Kabupaten Tangerang, Banten",Telp. 5969711,,15201
2645.,PT Kenlabo Medika Investama,"The Smith Office, Unit 09A10, Jalan Jalur Sutera Timur KAV.7A, Kunciran, Pinang, Kota Tangerang, Banten",Telp. 081********,,21011
2646.,PT Kensaki Polimer Indonesia,"Jl. Raya Serang KM 28 KP. Lobang, Sukamurni, Balaraja, Kabupaten Tangerang, Banten",Telp. 021-22595936,,27120
2647.,PT Kenta Pratama Jaya,"Jl. Raya Kutruk – Tigaraksa No.108, Desa Rancaiyuh, Kec. Panongan- Tangerang 15711, Banten –Indonesia, Desa Rancaiyuh, Kec. Panongan, Kabupaten Tangerang, Banten",Telp. 02159982747,,22210
2648.,PT Kentjana Sakti Indonesia,"Jalan Raya Plp Curug KM 3,5 Nomor 45, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 021 5981493,,23933
2649.,PT Kentjana Sakti Indonesia,"Jl. Raya Plp Curug Km 3, 5 No 45 Cukang Galih Curug, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 021-5981493,,23933
2650.,PT Keramindo Megah Pertiwi,"JL. RAYA SERANG KM. 25, DESA SENTUL, BALARAJA, Kabupaten Tangerang, Banten",Telp. 021-5951589,,23922
2651.,PT Kerta Mulya Saripakan,"JL.RAYA SERANG KM.80, KASERANGAN, CIRUAS, Kabupaten Serang, Banten",Telp. 0254.281759,,10801
2652.,PT Kerta Mulya Semesta,"KAWASAN INDUSTRI MILLENIUM ESTATE, PEUSAR, PANONGAN, Kabupaten Tangerang, Banten",Telp. 021599985359,,10750
2653.,PT Kes Indonesia,"Kp. Bitung rt.003, rw.001, Bitung Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. ( 021 ) 59400797,,31004
2654.,PT Keum Sung Sinar Abadi,"Jl raya Curug Km.1 Kp Pos Bitung, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 02159894641,,15201
2655.,PT Keumkwang Semyu Indonesia,"jl.Imam Bonjol km.2.8  No.228, Bojong Jaya, Karawaci, Kota Tangerang, Banten",Telp. 021 5511600,,14111
2656.,PT Kevin Persada Mandiri,"Jalan Industri Raya I Blok H No.18, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 0215926120,,22220
2657.,PT KHARINDO PRAKARSA,"Kawasan Industri Manis Jl. Industri Manis Kiri No.1, Manis Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 021 380 9484,,20116
2658.,PT Kharisma Asia Sejahtera,"GRAHA BALARAJA INDUSTRIAL ESTATE BLOK F NO.10, SENTUL JAYA, BALARAJA, Kota Tangerang, Banten",Telp. 021-59575398,,22299
2659.,PT Kharisma Asia Sejahtera,"Graha Balaraja Industry Estate Blok F No.10, Sukamurni, Balaraja, Kabupaten Tangerang, Banten",Telp. 02159575398,,22299
2660.,PT Kharisma Asia Sejahtera,"Graha Balaraja Industry Estate Blok F No.10, Sukamurni, Balaraja, Kabupaten Tangerang, Banten",Telp. 02159575398,,22299
2661.,PT Kharisma Data Semesta,"JL. HUSEIN SASTRANEGARA PERGUDANGAN NUSA INDAH BLOK C NO. 23,, Jurumudi, Benda, Kota Tangerang, Banten",Telp. 02154370291,,22220
2662.,PT Kharisma Interplast Pratama,"Cikupamas Industrial Estat, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159410008,,22299
2663.,CV Kharisma Jaya Toracom,"JL. MABAD DALAM BAWAH III NO.122, REMPOA, CIPUTAT TIMUR, Kota Tangerang Selatan, Banten",Telp.,,
2664.,BUT Khazanah Teknik Indonesia,"Jl. H. Aning, Sangiang Jaya, Kec. Periuk, Kota Tangerang, Banten, Sangiang Jaya, Periuk, Kota Tangerang, Banten",Telp.,,
2665.,PR Kho Andrian Hartanto,"Jl.Haji Amsir Rt.005 Rw.04, Kenanga, Cipondoh, Kota Tangerang, Banten",Telp. 021-54360376,,20221
2666.,CV Khubayshi,"GRIYA GEMILANG SAKTI BLOK B3 No 1-2, Sumur Pecung, Serang, Kota Serang, Banten",Telp. 081********,,10750
2667.,PT KIANTAKA RASA,"Jl. Raya Serang KM.12,5 KP. Kadu Rt.006 Rw.001, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. (021)5960041,,10219
2668.,PT Kiat Murni Lestari,"jl.raya serang km 19,5,, bojong, cikupa, Kabupaten Tangerang, Banten",Telp. 081*********,,13911
2669.,PT Kibo Agri Jaya,"Surya Grand Cisoka A1 no 5, Bojong Loa, Cisoka, Kabupaten Tangerang, Banten",Telp. 087*********,,20121
2670.,PT Kiinternasional Perkasa Abadi,"JL RAYA SERANG KM 12 RT 01/01, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. 081*******,,28221
2671.,PT Kimbratas,"Jl. RAYA PARUNG PANJANG KM. 2, NANGSI KAV. 16, Kemuning, Legok, Kabupaten Tangerang, Banten",Telp. 0215978020,,20231
2672.,PT Kimia Megah Selaras,"JLN.MANIS RAYA NO.13 KAWASAN INDUSTRI MANIS - BITUNG, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 02155658508,,20231
2673.,PT Kimpo Sejahtera,"jl. keramat 1no.52, sukajadi, karawaci, Kota Tangerang, Banten",Telp. 0215512688,,10734
2674.,PT King Paper,"Jl Raya Modern Industri No.28, Kawasan Industri Modern, Nambo Ilir, Kibin, Kabupaten Serang, Banten",Telp. 0254402516,,17022
2675.,PT King Perkasa Mandiri,"Kp. Belimbing, RT.029/015 Desa Belimbing, Belimbing, Kosambi, Kabupaten Tangerang, Banten",Telp. 021-55933353,,22220
2676.,PT King Poco Star,"Jalan Raya Mauk Km. 7 Kavling 7-8, Karet, Sepatan, Kabupaten Tangerang, Banten",Telp. 02159373265,,26490
2677.,PT King Pole Indonesia,"JL Raya Telesonic Kawasan Pergudangan Surya Kadu Blok H No.12 & No.15, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 021 29437995,,20118
2678.,PT King Power Plastik,"Jl. Iskandar Muda No. 168, Kel. Kedaung Baru, Kec. Neglasari, Kedaung Baru, Neglasari, Kota Tangerang, Banten",Telp. 021-29169034,,31003
2679.,PT King Power Safety,"Jl. Raya Kosambi Barat No.8, Kosambi Barat, Kosambi, Kabupaten Tangerang, Banten",Telp. 02155932677,,15203
2680.,PT King Shoes Sri Utama,"KP JAHA RT.002 RW.001, Sentul Jaya, Balaraja, Kabupaten Tangerang, Banten",Telp. 02159451362,,15201
2681.,PT King Sun Indo Utama,"Jl. Kawasan  Industri Modern I No. 20, Nambo Ilir, Kibin, Kabupaten Serang, Banten",Telp. 0254-401550,,28193
2682.,PT King Tire Indonesia,"Jl. Raya Serang, Km 68, Nambo ilir, Kibin, Serang, Nambo Ilir, KIBIN, Kota Serang, Banten",Telp. 0254402675,,22111
2683.,PT Kingstar Dwitama,"Pergudangan Arcadia Blok G.10 No.19, Batuceper, Batuceper, Kota Tangerang, Banten",Telp. 081********,,28120
2684.,PT Kingsun Metalindo,"Jl. Modern Industri XIII, Kawasan Industri Modern Cikande Blok R No. 3-9, Barengkok, Kibin, Kabupaten Serang, Banten",Telp. 0254-8480782,,25951
2685.,PT Kino Indonesia Tbk,"Jl. Pancatama IV Kav. 88B, Kp. Curug Dulang, RT/RW 018/004, Leuwi Limus, Cikande, Kabupaten Serang, Banten",Telp. 0254-404488,,10801
2686.,PT Kino Indonesia Tbk,"Kawasan Industri Pancatama IV, Kav. 87B, Desa Sukatani, Kecamatan Cikande, Serang Banten, Sukatani, Cikande, Kabupaten Serang, Banten",Telp. 0254 404488,,21022
2687.,PT Kirana Anindita,"Taman Tekno BSD City Sektor XI Blok G-1 No.62, setu, setu, Kota Tangerang Selatan, Banten",Telp. 021 75875252,,20232
2688.,PT Kirana Mitraabadi,"Kawasan Industri Milenium, Blok A12/1, Jl. Pemda Baru Tigaraksa, Budi Mulya, Cikupa, Kabupaten Tangerang, Banten",Telp. 02129007118,,19291
2689.,PT Kirin Anugerah Indonesia,"Kp. Kadu Rt 007 rw 003, Sukamulya, Cikupa, Kabupaten Tangerang, Banten",Telp. 021 5964 3136,,18111
2690.,PT Kiswire Balaraja Indonesia,"Kp. Tegal Murni, Jl. Raya Serang Km. 24 RT. 003/003, Balaraja, Balaraja, Kabupaten Tangerang, Banten",Telp. 021 59451241-3,,24102
2691.,CV Kiwi Teknik,"KP. KELAPA RT.002/007, SINDANGSONO, SINDANG JAYA, Kabupaten Tangerang, Banten",Telp. 021 59406230,,25920
2692.,PT Kjh Indah,"kp bitung, bitung jaya, cikupa, Kabupaten Tangerang, Banten",Telp. 021-59404927,,20131
2693.,PT Kjl Plastic Indonesia,"Jl. Raya Serang Km. 28 Pergudangan Surya Balaraja Blok B.12 KP. Pos Sentul  RT. 010 RW. 004 Sentul Jaya Balaraja, Kab Tangerang., Sentul Jaya, Balaraja, Kabupaten Tangerang, Banten",Telp. 021 22553595,,22220
2694.,CV Klass Artindo,"Taman Tekno BSD K-3/31, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 02175880138,,17022
2695.,PT Klavis Kripta Inovasi,"Jl Bali NusaLoka Sektor XIV-5 Blok T.1/15, Rawa Mekarjaya, Serpong, Kota Tangerang Selatan, Banten",Telp. 081********,,58200
2696.,PT Kleenviro Dinamika Utama,"Taman Tekno BSD Blok G3 No 40, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 0217561686,,71205
2697.,PT Klip Plastik Indonesia,"Jl.Yos Sudarso No.115A, Kebon Besar, Batu Ceper, Kota Tangerang, Banten",Telp. 0215518899,,22220
2698.,PT Klopman Argo International,"JL. M.H. THAMRIN, KM. 4, Cikokol, Tangerang, Kota Tangerang, Banten",Telp. 021 55774459,,13132
2699.,PT KMK GLOBAL SPORTS,"Jl. Cikupamas Raya No.17, Ds. Talaga, Kec. Cikupa dan Jl. Raya Serang KM.8 Telesonic Ds. Kadujaya, Kec. Curug, TALAGA, CIKUPA, Kabupaten Tangerang, Banten",Telp. 59400888,,15209
2700.,PT KNAUF PLASTERBOARD INDONESIA,"Krakatau Industrial Estate Cilegon (KIEC), Jalan Asia Kav.G3/01, Kelurahan Kotasari, Kotasari, Pulomerak, Kota Cilegon, Banten",Telp. 0254-387024,,23954
2701.,PT Ko One Indonesia,"Jalan Antartika II, Kavling C4/3, Krakatau Industrial Estate Cilegon, Kotasari, Gerogol, Kota Cilegon, Banten",Telp. 088********,,20114
2702.,PT Koba Metal Indonesia,"Jln Kampung Ranca Dulang Korelet No 88, Ranca Iyuh, Panongan, Kabupaten Tangerang, Banten",Telp. 02159981965,,25112
2703.,PT Kobe Boga Utama,"Jl. Indusri III AE/88, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-5909946,,10710
2704.,PT Kobe Boga Utama,"Jl. Manis Raya No 15 RT.RW, Kadu, Curug, Kabupaten Tangerang, Banten",Telp. 0215918805,,10312
2705.,PT Kodasindo Tatasarana,"Jalan Raya Serang KM. 14.8 no 61, Talagasari, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-5960456,,17099
2706.,PT Koike Medical Indonesia,"Kawasan Pergudangan dan Industri Eraprima Daan Mogot Blok D No. 8-9, Jl. Daan Mogot KM. 21, Poris Gaga Baru, Batuceper, Kota Tangerang, Banten",Telp. 021 55789339,,32502
2707.,PT KOKAI INDO ABADI,"Jl. Pembangunan 2 No. 37, Batusari, Batuceper, Kota Tangerang, Banten",Telp. 021-5518181,,28130
2708.,PT Koko Msju Bersama,"Ruko sentra niaga, citra raya, t19/58, Kabupaten Tangerang, Banten 15710, Desa/Kelurahan Mekar Bakti, Kec. Panongan, Kab. Tangerang, Provinsi Banten Kode Pos: 15710, mekar bakti, panongan, Kabupaten Tangerang, Banten",Telp. 081*********,,10773
2709.,PT Kokoh Inti Cemerlang,"JL RAYA KORELET NOMOR 7 KAMPUNG RANCA SERDANG, Ranca Iyuh, Panongan, Kabupaten Tangerang, Banten",Telp. 081*********,,25111
2710.,PT KOKOH SEMESTA,"Jl. Lanud Gorda, Kp Asem RT 013/04, Gembor, Binuang, Kabupaten Serang, Banten",Telp. 0254-7950687,,25113
2711.,PT Kolaborasi Inovasi Bersama,"Pergudangan Indoserena Unit D9, Jl. Kp. Kadu Suka Mulya, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. 081*********,,12099
2712.,PT Kolon Ina,"Jl. Raya Jakarta Serang KM.80, Ciruas, Serang, Kabupaten Serang, Banten",Telp. 0254281234,,22291
2713.,PT Komeya International,"Jl. Sinar No. 39 RT. 001 RW. 001, Kuta Jaya, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 081********,,10740
2714.,PT Komodo Industrial Indonesia,"Jalan Kp. Bojot, Bojot, Jawilan, Kabupaten Serang, Banten",Telp. 081********,,25992
2715.,PT Komoto Delta Technologies,"TAMAN TEKNO BUMI SERPONG DAMAI SEKTOR XI BLOK A2 NO.6-7, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 0217565854,,28130
2716.,PT Kompindo Fontanaraya,"KAWASAN INDUSTRI DAAN MOGOT KM 19,8 BLOK B NO. 6-8, PORIS GAGA BARU, BATU CEPER, Kota Tangerang, Banten",Telp. 021-5451040,,13991
2717.,PT Koneksi Niaga Solusindo,"Taman Tekno Blok D Nomor 2, Setu, Kademangan, Kota Tangerang Selatan, Banten",Telp. 021-30050666,,62012
2718.,PT Konstan Kaya Indonesia,"KOMPLEK PERGUDANGAN PERANCIS KOSAMBI PERMAI, BLOK P, NOMOR 97-98 JALAN RAYA PERANCIS NOMOR 1, Jati Mulya, Kosambi, Kabupaten Tangerang, Banten",Telp. 081*********,,22220
2719.,PT Kontena Kemas Industri,"JL. Industri Raya 1 Blok A4 NO.6, PASIR JAYA, JATIUWUNG, Kota Tangerang, Banten",Telp. 021-29309979,,17022
2720.,KO Koperasi Konsumen Mitra Berkah Sejahtera Curugbitung,"Kp.Gobang, Mayak, Curug bitung, Kabupaten Lebak, Banten",Telp. 085*********,,
2721.,PT Kopi Prima Indonesia,"Jl. H. Tabri Lingkar Selatan No. 88, Kp. Nagreg, Bojongkamal, Legok, Kota Tangerang, Banten",Telp. 02157938470,,10761
2722.,PT Korea Fine Chemical Indonesia,"Kawasan Industri Millenium Estate F.2/5, Peusar, Panongan, Kabupaten Tangerang, Banten",Telp. 021-29017178,,32909
2723.,CV Koresia Indah Makmur,"Lingkungan Suka Jaya RT.003 RW.012, Banten, Kasemen, Kota Serang, Banten",Telp. 087*********,,16230
2724.,PT Korin Cookware,"JL. RAYA SERANG KM.18,6 RT.012/005, Bojong, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-5960067,,25992
2725.,PT KORIN COOKWARE,"JL. RAYA SERANG KM 18,6 KP.CIBADAK RT.012/005, BOJONG, CIKUPA, Kabupaten Tangerang, Banten",Telp. 0215960067,,
2726.,PT Korin Technomic,"Desa Cukanggalih RT. 04 RW. 02, Cukanggalih, Curug, Kabupaten Tangerang, Banten",Telp. 021-5986501,,15201
2727.,PT Korin Teknik Mandiri,"JL. RAYA SERANG 20.5, PASIR RANGDU, CIBADAK, CIKUPA, Kabupaten Tangerang, Banten",Telp.,,29200
2728.,PT KORINDO HEAVY INDUSTRY,"Jl. Raya Serang KM. 31, Desa Gombong, Balaraja, Kabupaten Tangerang, Banten",Telp. -,,29200
2729.,PT Korindo Heavy Industry,"Jalan Raya Serang km. 31, Gembong, Balaraja, Kabupaten Tangerang, Banten",Telp.,,
2730.,PT Korsenda Jaya Abadi,"Jl.Raya Legok Karawaci, Cijantra, Pagedangan, Kabupaten Tangerang, Banten",Telp. 021-5460034,,18111
2731.,PT Korye Polymer,"Jln Raya Serang Km. 19.5 Kp Cibadak Rt 017 Rw 007, Bojong, Cikupa, Kabupaten Tangerang, Banten",Telp. 02129505538,,15201
2732.,PT Koryo Hi-tech Indonesia,"JL. Raya PLP Curug KM.3 No.26, KADU, CURUG, Kabupaten Tangerang, Banten",Telp. 021 - 5520194,,
2733.,PT Koryo Indonesia Jaya,"KAWASAN INDUSTRI CIKUPA MAS, JL. TELAGA MAS RAYA NO.23,, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159401478,,22192
2734.,PT Koryo Timur Industry,"KAWASAN PURATI KENCANA ALAM KAV. NO. 07B RT. 007 RW. 001, Sukanagara, Cikupa, Kabupaten Tangerang, Banten",Telp. 02122921390,,15201
2735.,PT Kosasih Indonesia Factory,"JL. Pabrik Jaya Raya No. 77, Periuk Jaya, Periuk, Kota Tangerang, Banten",Telp. 02155770513,,25934
2736.,PT KOSMINDAH WANGI,"Jl. KH. Ahmad Khoirun No 110, Alam Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 0215903503,,20232
2737.,PT Kosmos Optics Indonesia,"JL. PAJAJARAN NO.21, Gandasari, Jatiuwung, Kota Tangerang, Banten",Telp. 081********,,27310
2738.,PT Kostec Prima Baja,"JL. Antartika II Kav B4 Kiec Kel. Kotasari Kec. Gerogol, Kota Cilegon, Prop. Banten, Kotasari, Gerogol, Kota Cilegon, Banten",Telp. (0254) 384 669,,24102
2739.,PT Kotamas Jayaraya,"JL. BHUMIMAS I NO.5 KAWASAN INDUSTRI CIKUPAMAS II, TALAGA, CIKUPA, Kabupaten Tangerang, Banten",Telp. 02159404380,,22299
2740.,PT Kotaminyak Internusa,"Jl. Raya Perancis Komplek Pergudangan 8 Blok CD-CE, CN, GJ-GK-GL-FK., Jati Mulya, Kosambi, Kabupaten Tangerang, Banten",Telp. 02129725726,,28299
2741.,PT Kotek Indah,"Jl. Desa Talaga G.29-30 RT/RW : 006/001, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 0215960872,,13112
2742.,PT Kothis Primamitra,"Jl. Raya Serang Km 17, No.41, Ds. Talaga, Kec. Cikupa, Tangerang 15710, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-5962884/5962885,,18111
2743.,PT KOZA PRESISI INDONESIA,"JL. GATOT SUBROTO KM. 6.2 KP. LEDUG RT. 004 RW 006, Keroncong, Jatiuwung, Kota Tangerang, Banten",Telp. 021-55667777,,
2744.,PT Kpms Indonesia,"Jalan Afrika No.2 Kawasan Industri Krakatau Steel, , , Kota Cilegon, Banten",Telp.,,
2745.,PT Kraft Boxindo Mentari,"Jl. Raya Pasar Kemis KM 6.5, Kp. Cilongok No. 22, Ds. Sukamantri, Sukamantri, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 02159712576,,17022
2746.,PT Krakatau Baja Industri,"Jl. Kawasan Industri Krakatau Steel, Plant Site PT KS, Samangraya, Citangkil, Kota Cilegon, Banten",Telp. 0254372127,,24102
2747.,PT Krakatau Baja Konstruksi,"Jl. Industri No. 5, Po Box 127, Ramanuju, Purwakarta, Kota Cilegon, Banten",Telp. 0254-391485,,24102
2748.,PT Krakatau Blue Water,"Jl. Afrika No. 2 Kawasan Industri Krakatau, Samangraya, Citangkil, Kota Cilegon, Banten",Telp. 0254369678,,37021
2749.,PT Krakatau Daedong Machinery,"Jalan Afrika No. 2 Kawasan Industri Krakatau Steel, Samang Raya, Citangkil, Kota Cilegon, Banten",Telp. 0254 369700,,33122
2750.,PT Krakatau Daya Listrik,"Jl. Amerika I Kawasan Industri Krakatau, Samangraya, Citangkil, Kota Cilegon, Banten",Telp. 0254 315001 371330,,
2751.,PT Krakatau Daya Tirta,"Jl. Amerika I Kawasan Industri Krakatau Cilegon, Samangraya, Citangkil, Kota Cilegon, Banten",Telp. 0254315003,,11051
2752.,PT KRAKATAU ENGINEERING,"Gedung KE, Jl. Asia Raya, Kav. O.3 Kawasan Industri Krakatau Cilegon, Purwakarta, Grogol, Kota Cilegon, Banten",Telp. 0254-394100,,25113
2753.,PT Krakatau Information Technology,"Jl. Industri No. 5, Ramanuju, Purwakarta, Kota Cilegon, Banten",Telp. (0254) 392159,,63122
2754.,PT Krakatau Information Technology,"Jl. Raya Anyer Km.3, Kebonsari, Citangkil, Kota Cilegon, Banten",Telp. (021) 5200732,,58200
2755.,PT KRAKATAU NIPPON STEEL SYNERGY,"Jalan Eropa I Kavling A2 Kawasan Industri Krakatau, Warnasari, Citangkil, Kota Cilegon, Banten",Telp. 0254-386141,,24102
2756.,PT KRAKATAU OSAKA STEEL,"Jl Amerika II Kav. D5 Kawasan Industri Krakatau I KIEC (Krakatau Industrial Estate Cilegon, Warnasari, Citangkil, Kota Cilegon, Banten",Telp. 0254 386727,,24102
2757.,PT Krakatau Perbengkelan Dan Perawatan,"Jl. Raya Anyer kav. A-0/1 Kawasan Industri Krakatau, Cilegon, Warnasari, Citangkil, Kota Cilegon, Banten",Telp. 0254-386464,,33122
2758.,PT Krakatau Pipe Industries,"Kawasan Industri Krakatau Steel, Jl. Amerika I Kawasan Industri Krakatau Steel Cilegon, Warnasari, Citangkil, Kota Cilegon, Banten",Telp. 0254392438,,24103
2759.,PT KRAKATAU POS-CHEM DONG-SUH CHEMICAL,"JL AFRIKA NO.2 KAWASAN INDUSTRI KRAKATAU, Kubangsari, Ciwandan, Kota Cilegon, Banten",Telp. (0254)369872,,20117
2760.,PT KRAKATAU POSCO,"Jl. Afrika No. 2, Samangraya, Citangkil, Kota Cilegon, Banten",Telp. 081*********,,24102
2761.,PT Krakatau Posco Futurem,"Jl. Afrika Nomor 2, Kawasan Industri Krakatau, Samangraya, Citangkil, Kota Cilegon, Banten",Telp. 0254-369-675,,23942
2762.,PT Krakatau Semen Indonesia,"Kawasan Krakatau Bandar Samudera Jl. Mayjen S. Parman KM. 13, Tegal Ratu, Ciwandan, Kota Cilegon, Banten",Telp. (0254) 7960092,,23941
2763.,PT Krakatau Shipyard,"Jl. Raya Bojonegara Grenyang, Bojonegara, Puloampel, Kabupaten Serang, Banten",Telp. 021-53160899,,30111
2764.,PT Krakatau Steel (PERSERO),"Krakatau Steel Plant Site, , , Kota Cilegon, Banten",Telp. 0254-392159,,
2765.,PT KRAKATAU STEEL (PERSERO) TBK,"Jl. Industri No. 5, Ramanuju, Purwakarta, Cilegon, Ramanuju, Purwakarta, Kota Cilegon, Banten",Telp. 0254-371318 / 1430,,24102
2766.,PT Krakatau Tirta Operasi Dan Pemeliharaan,"Jl. Raya Merak KM. 115, Rw. Arum, Kec. Gerogol, Kota Cilegon, Banten 42436, Rawa Arum, Gerogol, Kota Cilegon, Banten",Telp. 0254783089,,37021
2767.,PT Kreacipta Abadi,"Kp. Bitung Rt. 003 , Rw. 001, Bitung Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. ( 021 ) 59400797,,31003
2768.,PT Kreasi Cipta Kahuripan,"Jln. Syeh Mubarok Desa Bugel, Kadu Agung, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 02122599242,,
2769.,PT Kreasi Emboss Multiguna,"JL. CUKANG GALIH RT.001/RW.004, Cukanggalih, Curug, Kabupaten Tangerang, Banten",Telp. 021-5983970,,17012
2770.,PT Kreasi Furnitek Indonesia,"Kampung Belimbing RT 018 RW 009, Belimbing, Kosambi, Kabupaten Tangerang, Banten",Telp. 6221 5423 0442,,31004
2771.,PT Kreasi Indonesia,"JL. BITUNG JAYA NO. 36 KP. BITUNG RT 003 RW 001, Bitung Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. 021 5961175,,25951
2772.,PT Kreasi Inovasi Prosana,"Jl. Raya Serang Km. 18, Kampung Bojong, Desa Bojong RT 001/002, Bojong, Cikupa, Kabupaten Tangerang, Banten",Telp. 0215969050,,10710
2773.,PT Kreasi Insan Digital,"Office 99, Gedung Educenter Lt 2A Unit 24079 Jl. Sekolah Foresta No. 8 BSD City, Lengkong Kulon, Pagedangan, Kabupaten Tangerang, Banten",Telp. 087*********,,62029
2774.,PT Kreasi Kemasan Komposit,"Jl. KH. Agus Salim No. 88 RT.001/RW.05, Poris Plawad, Cipondoh, Kota Tangerang, Banten",Telp. 021-5534475,,17022
2775.,PT Kreasi Mustika,"Jl. Industri KM.12,5, Sukadamai, Cikupa, Tangerang - Banten, Sukadamai, Cikupa, Kabupaten Tangerang, Banten",Telp. 0215960591,,27404
2776.,CV Kreasi Pangan Global,"Rukan Crown Blok J 27, Green Lake City, Petir, Cipondoh, Kota Tangerang, Banten",Telp. 087*********,,10710
2777.,PT Kreasi Persada Grafika,"JL. Supriadi No.62, Tanah Tinggi, Tangerang, Kota Tangerang, Banten",Telp. 021-55734668,,18111
