Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
1045.,PR Ni Putu Sutarini,"BR. DINAS CELETIGA, Desa/Kelurahan Talibeng, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Talibeng, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
1046.,PR Ni Putu Tutiek Arianti,"BANJAR MUNDUK, Pengambengan, Negara, Kabupaten Jembrana, Bali",Telp. 087*********,,32903
1047.,PR Ni Putu Wardani,"LINGKUNGAN PANGKONG GONDANG, Sangkaragung, Jembrana, Kabupaten Jembrana, Bali",Telp. 085*********,,
1048.,PR Ni Putu Widiantari,"JL. PUCUK REJUNA, KLP.1, LINGK. KEBON, Kel. Baler Bale Agung, Kec. Negara, Kab. Jembrana, Provinsi Bali, Baler Bale Agung, Negara, Kabupaten Jembrana, Bali",Telp. 087*********,,10793
1049.,PR Ni Putu Yuliani,"Jalan Cekomaria II, Peguyangan  Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. +6285172068442,,10799
1050.,PR Ni Sayu Kade Ariani,"BANJAR	SAWE, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,13121
1051.,PR Ni Wayan Bijikamiati,"Jalan Bypass Ngurah Rai No. 333X Nusa Dua, Benoa, Kuta Selatan, Kabupaten Badung, Bali",Telp. 081*********,,14111
1052.,PR Ni Wayan Budiasih,"Banjar Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
1053.,PR Ni Wayan Darmayanti,"Dusun Kawan, Desa Besan, Kecamatan Dawan, Kabupaten Klungkung, Besan, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,10722
1054.,PR Ni Wayan Dauh,"Br. Dinas Yehmalet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
1055.,PR Ni Wayan Djani,"Jl. Salya No.40 Salya Town House No.4 A, Denpasar Utara, Bali, Dangin Puri Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. 081********,,14111
1056.,PR Ni Wayan Kardiani,"BR. DINAS TENGAH, Desa/Kelurahan Sidemen, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Telaga Tawang, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
1057.,PR Ni Wayan Kerti,"BR.DINAS KEBON, Desa/Kelurahan Telagatawang, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Telaga Tawang, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
1058.,PR Ni Wayan Latri,"BR. PANDE, Desa/Kelurahan Abiansemal, Kec. Abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 082*********,,10214
1059.,PR Ni Wayan Lunga,"Dusun Rame, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,10774
1060.,PR Ni Wayan Murni,"Br. Cengkilung, Peguyangan  Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. 085*********,,10799
1061.,PR Ni Wayan Murni,"Banjar Kerandan, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 087*********,,10214
1062.,PR Ni Wayan Ngetis,"BR. DINAS BEBAYU, Desa/Kelurahan Laba Sari, Kec. Abang, Kab. Karangasem, Provinsi Bali, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,14120
1063.,PR Ni Wayan Nopi Pebrianti,"Dusun Kelodan Desa Besan kecamatan dawan, Besan, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,10722
1064.,PR Ni Wayan Nuri Dewi Pradewi,"Sental Kawan Desa Ped, Ped, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 082*********,,32903
1065.,PR Ni Wayan Parini,"Jl.. Merdeka Gang XVII No.2, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,10710
1066.,PR Ni Wayan Ratnadi,"LINK. GEDE BR GEDE ANGGUNGAN, Desa/Kelurahan Lukluk, Lukluk, Mengwi, Kabupaten Badung, Bali",Telp. 0,,10214
1067.,PR Ni Wayan Rauh,"Banjar Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,10774
1068.,PR Ni Wayan Rusni,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 087*********,,10214
1069.,PR Ni Wayan Sadri,"Br. Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
1070.,PR Ni Wayan Sri Mustika Dewi,"LINGK.NEGARA KELOD, JL. JEMPIRING I NO.25, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 085*********,,16291
1071.,PR Ni Wayan Suartini,"BR. DINAS KEBON, Desa/Kelurahan Telagatawang, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Telaga Tawang, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
1072.,PR Ni Wayan Suci Artini,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
1073.,PR Ni Wayan Sudi,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
1074.,PR Ni Wayan Sukaeni,"BR. TANGGAHAN PEKEN, Sulahan, Susut, Kabupaten Bangli, Bali",Telp. 081*********,,16291
1075.,PT Ni Wayan Sukarni,"Br. Tunjuk Kelod, Desa Tunjuk, Tunjuk, Tabanan, Kabupaten Tabanan, Bali",Telp. 085*********,,24205
1076.,PR Ni Wayan Sukeni,"Banjar Aldnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 088*********,,10732
1077.,PR Ni Wayan Sukerti,"BR. DINAS BEBAYU, Desa/Kelurahan Laba Sari, Kec. Abang, Kab. Karangasem, Provinsi Bali, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,10214
1078.,PR Ni Wayan Sunarti,"Banjar Kawan Desa Besan Kecamatan Dawan, Besan, Dawan, Kabupaten Klungkung, Bali",Telp. 087*********,,10722
1079.,PR Ni Wayan Supreni,"JL. RAYA PADANG LUWIH NO.108 BR. PENDEM, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,15121
1080.,PR Ni Wayan Susilawati,"Jl. Jendral Sudirman No. 63, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,13122
1081.,PR Ni Wayan Suwartini,"Br. Dinas Pesangkan, Duda Timur, Selat, Kabupaten Karang Asem, Bali",Telp. 085*********,,10792
1082.,PR NI WAYAN SUWATI,"Dusun Tagtag,Desa/Kelurahan sampalan Klod, Sampalan Kelod, Dawan, Kabupaten Klungkung, Bali",Telp. 087*********,,10392
1083.,PR Ni Wayan Tiya Rahayu,"BR. TANGGAHAN PEKEN, Sulahan, Susut, Kabupaten Bangli, Bali",Telp. 083*********,,10710
1084.,PR Ni Wayan Widiani,"LINGK-BR PULE, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 083*********,,16291
1085.,PR Ni Wayan Wiratniti,"Banjar Adnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 085*********,,10732
1086.,PR Ni Wayan Wiwik Sunarta,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
1087.,CV Nikki Sake Bali,"BANJAR BENGKEL, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,11010
1088.,PR Ninayanti,"JALAN ANGGREK II/58, Desa/Kelurahan Baler Bale Agung, Kec. Negara, Kab. Jembrana, Provinsi Bali, Baler Bale Agung, Negara, Kabupaten Jembrana, Bali",Telp. 087*********,,10710
1089.,PT Nirwana Cipta Kreasi,"Jl. Setra Gandamayu No. 8, Munggu, Mengwi, Kabupaten Badung, Bali",Telp. 0361 8483600,,27120
1090.,PR Nurhasanah,"JL. GUNUNG AGUNG GG : XXI NO. 9, Desa/Kelurahan Loloan Timur,, Loloan Timur, Jembrana, Kabupaten Jembrana, Bali",Telp. 085*********,,10799
1091.,PT Nusa Kahyangan Asri,"Jl. Bypass Ida Bagus Mantra No. 88 X, Ketewel, Sukawati, Kabupaten Gianyar, Bali",Telp. 0361-296346,,10710
1092.,PR Nyoman Budanta,"Banjar Dinas Kawanan, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 081*********,,25931
1093.,PR Nyoman Budarpa,"JL. NANGKA GG. KENARI III NO. 3, Dangin Puri Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. 081*********,,10710
1094.,UD Nyoman Murditha,"Jln. Gunung Tangkuban Perahu, BTN Padang Galeria 1, no 24 Padang Sambian Kelod, Denpasar Barat, Bali, Padangsambian Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 081**********************,,31001
1095.,UD Nyoman Mustapa,"Jalan arteriwico, No 7. Desa Kalibukbuk, Kecamatan Buleleng, Kab. Buleleng - Bali, Kalibukbuk, Buleleng, Kabupaten Buleleng, Bali",Telp. 085*********,,31001
1096.,PR Nyoman Nadiana,"BANJAR DINAS TEGALLINGGAH, Desa/Kelurahan Les, Kec. Tejakula, Les, Tejakula, Kabupaten Buleleng, Bali",Telp. 081*********,,10774
1097.,PR Nyoman Shinta Yundari,"Banjar Dinas Tengah, Desa Marga Dajan Puri, Kec. Marga, Kab. Tabanan, Marga Dajan Puri, Marga, Kabupaten Tabanan, Bali",Telp. 087*********,,10710
1098.,PR Nyoman Sudiatmaka,"BR. DINAS KAWANAN, Desa/Kelurahan Sawan, Kec. Sawan, Kab. Buleleng, Provinsi Bali, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 0,,25933
1099.,PT OASIS WATERS INTERNATIONAL,"Jl. Pantai Yeh Gangga, Br Tonja, Gubug, Tabanan, Kabupaten Tabanan, Bali",Telp. 361-4790524/25,,11051
1100.,CV Oleh Oleh Cinta Bali,"Jl Tukad Badung XXV no 11, Denpasar Selatan, Renon, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*******,,10710
1101.,PR Olympic Konfeksi,"Jalan Dr Soetomo no. 8a - Singaraja, Banjar Bali, Buleleng, Kabupaten Buleleng, Bali",Telp. 036228889,,14120
1102.,PR Onno Silver,"BR. CELUK, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*******,,32112
1103.,PT Outborn Perkapalan Indonesia,"JL.Bypass Ngurah Rai 631-633 Pemogan, Kec. Denpasar Selatan  Kota Denpasar - Bali, Pemogan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361 471908,,30111
1104.,PT PACIFIC EXPRESS,"JL. SUWUNG BATAN KENDAL NO.30, Sesetan, Denpasar Selatan, Kota Denpasar, Bali",Telp. -,,14111
1105.,PR Pande Adi Luhur,"JL. RATNA GANG NUSA INDAH NO. 2A DENPASAR, Tonja, Denpasar Utara, Kota Denpasar, Bali",Telp. 087*********,,25933
1106.,PR Pande Besi Cening,"Br. Dinas Kawanan, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 087*********,,25933
1107.,PR Pande Besi Restika,"BANJAR DINAS KAWANAN, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. +6282146559858,,25931
1108.,PR Pande Besi Simpen,"Banjar Dinas Kawanan, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 087*********,,25931
1109.,PR Pande Besi Sukarta,"BANJAR DINAS KAWANAN, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 082*********,,25931
1110.,PR Pande Besi Yuda,"BR. DINAS KAWANAN, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 083*********,,25933
1111.,PR Pande Damar Jaya,"Banjar Dinas Kanginan, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 087*********,,25933
1112.,PR Pande Ketut Alit,"BR. SIDAN KELOD, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. -,,25933
1113.,PR Pande Ketut Muliawan,"BR. SIDAN KELOD, Desa/Kelurahan Sidan, Kec. Gianyar, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 081***********,,25933
1114.,PR Pande Ketut Suradnya,"BR. SIDAN KELOD, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. -,,25933
1115.,PR Pande Ketut Susila,"Banjar Sidan Kelod, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 082*********,,25933
1116.,PR Pande Komang Mika Adisanta,"BANJAR SIDAN KELOD, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 085*********,,14111
1117.,PR Pande Kriya Uttama,"Jl. Ratna Gang Nusa Indah No. 2, Tonja, Denpasar Utara, Kota Denpasar, Bali",Telp. 082*********,,25933
1118.,PR Pande Made Artawan,"Br Sidan Kelod, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 087*********,,25933
1119.,PR Pande Made Bawa,"BR. SIDAN KELOD, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 087*********,,25933
1120.,PR Pande Made Dana,"BR. SIDAN KELOD, Desa/Kelurahan Sidan, Kec. Gianyar, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 081**********,,25933
1121.,PR Pande Made Siang,"BR. SIDAN KELOD, Desa/Kelurahan Sidan, Kec. Gianyar, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 081***********,,25933
1122.,PR Pande Made Tangsi,"BR. SIDAN KELOD, Desa/Kelurahan Sidan, Kec. Gianyar, Kab. Gianyar, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 819-2969-8379,,25933
1123.,PR Pande Made Tantru,"BR. SIDAN KELOD, Desa/Kelurahan Sidan, Kec. Gianyar, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 089************,,25933
1124.,PR Pande Nyoman Artono,"Br. Sidan Kelod, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 081********,,25933
1125.,PR Pande Nyoman Bakat,"BR. SIDAN KELOD, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. -,,25933
1126.,PR Pande Nyoman Muniasih,"BR. DINAS KARANGANYAR, Desa/Kelurahan Nyuh Tebel, Kec. Manggis, Kab. Karangasem, Provinsi Bali, Tenganan, Manggis, Kabupaten Karang Asem, Bali",Telp. +6281802087071,,16292
1127.,PR Pande Putu Bawa,"Br. Sidan Kelod, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 087*********,,25933
1128.,PR Pande Putu Bayu,"Banjar Dinas Kawanan, Sawan, Sawan, Kabupaten Buleleng, Bali",Telp. 081*********,,25931
1129.,PR Pande Putu Darma Sentana,"BR. SIDAN KELOD, Desa/Kelurahan Sidan, Kec. Gianyar, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 082***********,,25933
1130.,PR Pande Putu Mustawan,"BR. SIDAN KELOD, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. -,,25933
1131.,PR Pande Putu Mustika,"Br Sidan Kelod, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 081*********,,25933
1132.,PR Pande Putu Sadia,"BR. SIDAN KELOD, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. -,,25933
1133.,PR Pande Putu Sulatra,"BR. SIDAN KELOD, Desa/Kelurahan Sidan, Kec. Gianyar, Sidan, Gianyar, Kabupaten Gianyar, Bali",Telp. 081***********,,25933
1134.,PR Panji Ceramic,"Lingkungan Perang Alas, Lukluk Kec. Mengwi Kabupaten Badung, Lukluk, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,
1135.,PT PANTAI KAYU AYU,"Jl Perancak No 2 Br. Tegalgundul Desa Tibubeneng, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. 03612101630,,14111
1136.,PT Panthera Creative Lab,"Jl. Pantai Indah No.3B, RT 00 RW 00, Baktiseraga, Buleleng, Bali, Baktiseraga, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*********,,12099
1137.,KO Pasar Srinadi,"Jalan Rama, Semarapura  Kelod Kangin, Klungkung, Kabupaten Klungkung, Bali",Telp. 0366 21952,,14111
1138.,KO Pasar Srinadi,"Jl. SETYAKI, SEMARAPURA KLOD KANGIN, KLUNGKUNG, Kabupaten Klungkung, Bali",Telp. 0366-22705,,23952
1139.,PT Pasti Enak,"Jl Rama 888, Semarapura Kelod Kangin, Klungkung, Kabupaten Klungkung, Bali",Telp. 081*********,,10510
1140.,PT Perorangan Paving Indah Lestiayu,"JL. KASWARI GG. IX/I, SEMAGA, Desa/Kelurahan Penatih, Kec. Denpasar Timur, Kota Denpasar, Penatih, Denpasar Timur, Kota Denpasar, Bali",Telp. 081*********,,23953
1141.,PT Pecatu Indah Phasa,"Kawasan Pecatu Indah Resort. Jl. New Kuta Raya, Pecatu, Pecatu, Kuta Selatan, Kabupaten Badung, Bali",Telp. 081*********,,10774
1142.,PT Pelangi Kreasi Solusi Dewata,"Dusun Umasalakan, Takmung, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 036621691,,
1143.,PR Pembuatan Dupa,"Jalan Keboiwa Gang Rambutan Nomor : 8. Denpasar, Padang Sambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*********,,16299
1144.,PR Permen Kopyos,"Jalan Kresna No.2 Kelurahan Kendran, Kecamatan Buleleng, Kabupaten Buleleng, Kendran, Buleleng, Kabupaten Buleleng, Bali",Telp. 082*********,,10734
1145.,PR Pertenunan Anugrah,"Br/Dusun Minggir Desa Gelgel, Gelgel, Klungkung, Kabupaten Klungkung, Bali",Telp. 085*********,,13122
1146.,PR Pertenunan Astiti,"Banjar Jerokapal, Desa Gelgel, Klungkung, Bali, Gelgel, Klungkung, Kabupaten Klungkung, Bali",Telp. 0366 5583633,,13122
1147.,PR Pertenunan Ngurah Gallery,"DUSUN	TANGLAD,	Desa/Kelurahan	Tanglad,	Kec.	Nusa	Penida,	Kab.  Klungkung,	Provinsi	Bali, Tanglad, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 081*********,,13122
1148.,PD Perusahaan Daerah Tk I Bali,"Jalan Kamboca Nomor 15 Denpasar, , , Kota Denpasar, Bali",Telp. 0361 - 236201,,
1149.,PT Perusahaan Perseroan (persero) Superintending Company Of Indonesia,"PT SUCOFINDO (Persero) Cabang Denpasar (Bali, NTB dan NTT), Jl. Tukad Badung Raya, Renon, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361 241847,,71201
1150.,PT Phillips Seafoods Indonesia,"Banjar Dinas Sumber Pao, Sumberkima, Gerokgak, Kabupaten Buleleng, Bali",Telp. 081*******,,10221
1151.,PR Pie Susu Mekde,"Br. Petang Suci, Petang, Petang, Kabupaten Badung, Bali",Telp. 081*********,,10710
1152.,PT Pintar Teknologi Informasi,"Jalan Pantai Berawa No 150 Unit 3, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. 03619067618,,62019
1153.,CV Pinter Abadi Jaya,"JALAN RAYA SEMEBAUNG, NOMOR 10X, DESA/KELURAHAN BEDULU, KEC. BLAHBATUH, KAB. GIANYAR, PROVINSI BALI, Bedulu, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 082*********,,31001
1154.,CV Prabu Tirta Gunung,"JL.PANJI SAKTI NO 17X KELURAHAN DAUH WARU JEMBRANA, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 081********,,11051
1155.,PT PRASETYA AGUNG CAHAYA UTAMA,"Jl. A. Yani I, Dusun Carik Padang, Nyambu, Kediri, Kabupaten Tabanan, Bali",Telp. 0361 812828,,10212
1156.,PR Prawira Adhiguna,"Jl. Pemelisan Gg. Anggrek V No. 09, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. 0,,10761
1157.,PT Prima Medix Nusantara,"Jl. Karangmas Sejahtera, Jimbaran, Kuta Selatan, Kabupaten Badung, Bali",Telp. 02157998888,,32509
1158.,PT Prodia Occupational Health Indonesia,"Jl. Danau Buyan No. 10 Banjar Gulingan, Sanur Denpasar  Bali, Sanur, Denpasar Selatan, Kota Denpasar, Bali",Telp. 03614491897,,71202
1159.,CV Protex Indo,"Br. Tegal Permai Blok P3 No. 61 Dalung Permai, Kerobokan  Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 0361-9004416,,20232
1160.,PT Pt Kurnia Bali Utama,"Banjar Dinas Tenganan Pegringsingan, Tenganan, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,13122
1161.,PT Pt. Puspa Beras Bali,"Banjar Pengeragoan Dauh Tukad, Desa Pengeragoan, Kecamatan Pekutatan, Pengragoan, Pekutatan, Kabupaten Jembrana, Bali",Telp. 081*********,,10631
1162.,PT Pt.percik Daya Nusantara,"Jalan Ida Bagus Mantra no.113x Ketewel, Gianyar, Gianyar, Kabupaten Gianyar, Bali",Telp. 081********,,74909
1163.,PT Pt.shiawase Bali Shuzou,"Jalan Gunung Sanghyang No.251, Kerobokan Kaja, Kec. Kuta Utara, Kabupaten Badung, Bali",Telp. 081********,,11090
1164.,PT Puncak Jeta Konsultasi,"JALAN RATNA NOMOR 80, Tonja, Denpasar Utara, Kota Denpasar, Bali",Telp. 081*********,,
1165.,PT Puri Sari Lestari,"Jl. Batas Dukuh Sari No.38X, PEDUNGAN, DENPASAR SELATAN, Kota Denpasar, Bali",Telp. 03618474108,,14111
1166.,PT PURNAMA SARI LBN,"Jl. Dewi Sri Gg. Jeruk II/2004 X, Batubulan, Sukawati, Kabupaten Gianyar, Bali",Telp. 0361-8461020,,
1167.,CV Pusaka Bali Persada,"Jl. Raya Singaraja-Seririt, Desa Pemaron, Pemaron, Buleleng, Kabupaten Buleleng, Bali",Telp. 0362 24095,,10761
1168.,CV Puspa,"Jln.Patih	Jelantik No. 109, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10631
1169.,PT Puspa Mule Sukses,"Jl. Yeh Mekecir, Dangintukadaya, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10631
1170.,PR Putra Bali Konveksi,"Jalan Letda Reta Gg.XXIV No.1 Yang Batu, Dangin Puri Kelod, Denpasar Timur, Kota Denpasar, Bali",Telp. 081*********,,14111
1171.,PT Putra Bhineka Perkasa,"JALAN PULAU MOYO NO. 5, BANJAR AMBENGAN, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 0361720589,,10761
1172.,CV Putra Mandiri Sejahtera,"Banjar Pohgending Kawan, Pitra, Penebel, Kabupaten Tabanan, Bali",Telp. 081*********,,
1173.,PT Putri Ayu Luwih,"Jalan Lapangan Astina, Blahbatuh, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 081********,,13122
1174.,PR Putu Ayu Sinta Dewi,"Banjar Delod Pangkung, Desa/ Kelurahan Budeng, Kec. Jembrana, Kab. Jembrana, Budeng, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10792
1175.,PR Putu Ayu Windiani,"Jalan Bekisar No.1 Singaraja, Baktiseraga, Buleleng, Kabupaten Buleleng, Bali",Telp. 082*********,,13122
1176.,PR Putu Devi Indah Bestari,"JL GOR KRESNA JVARA I NO 7, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,32903
1177.,PR Putu Ema Sugiantari,"JLN.MERAK NO.28,LINGK. PENDEM, Pendem, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10792
1178.,PR Putu Sumawati,"JL. MERPATI GG. PIPIT NO. 30, Desa/Kelurahan Pemecutan, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. +6287850000141,,10214
1179.,PT Perorangan Queen Digital Printing,"Ngurah Rai, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,18111
1180.,PR Raden Eddy Moelyono,"Banjar Meliling Kangin Desa Meliling  Kecamatan Kerambitan Kabupaten Tabanan, Meliling, Kerambitan, Kabupaten Tabanan, Bali",Telp. 081*********,,10739
1181.,PR Ratna Art,"Banjar Sangging Kamasan, Kamasan, Klungkung, Kabupaten Klungkung, Bali",Telp. 087*********,,32903
1182.,PR Ratna Cempaka,"Dusun Sangging Desa kamasan, Kamasan, Klungkung, Kabupaten Klungkung, Bali",Telp. 081********,,24202
1183.,PT Ratna Jaya Indonesia,"Jalan Raya Pemogan no 777, Pemogan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 03614480291,,11010
1184.,PR Ratna Sari,"Lingkungan Puseh Pengalasan, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,10710
1185.,PR Ratna Sari Dewi,"Jl. Bila No. 96, Br. Tuka, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,15201
1186.,PR Retno Ika Suryaningsih,"Jl. Gede Desa I Pekandelan Danginan Sading, Sading, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,10710
1187.,PT Riadimix,"Jalan Gunung Galunggung No. 1, Ubung Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. 0361414444,,23953
1188.,PT Rich Oil Indonesia,"Jalan Kapten Regug No.14, Dangin Puri, Denpasar Timur, Kota Denpasar, Bali",Telp. 081*********,,10411
1189.,PR Rosa Indah,"LINGKUNGAN KETAPANG, Lelateng, Negara, Kabupaten Jembrana, Bali",Telp. 085*********,,10794
1190.,CV Rosalie Kalyana Bali,"Jl. Kerthapetasikan IV No.5, Denpasar Selatan, Sidakarya, Kota Denpasar, Bali",Telp. 081********,,10590
1191.,PR Rosilawati,"Jl. Prof. Dr. Ida Bagus Mantra, Gelgel, Kec. Klungkung, Kab, Klungkung, Bali., Jumpai, Klungkung, Kabupaten Klungkung, Bali",Telp. 085*********,,32903
1192.,PR Rs Furniture,"Banjar Air Anakan, Desa Banyubiru, Kec. Negara, Banyu Biru, Negara, Kabupaten Jembrana, Bali",Telp. 081*********,,31001
1193.,PR Rudy Halim,"JALAN RAYA PEMOGAN NO. 777X, Pemogan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*********,,11010
1194.,PT Rumah Ide Cemerlang,"Jalan Pantai Berawa No. 150 unit 3, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali",Telp. -,,
1195.,PR Rumah Prana Black Garlic,"Jalan Kutilang No.2 Perum. Puri Gading, Jimbaran, Kuta Selatan, Kabupaten Badung, Bali",Telp. 081*********,,21021
1196.,PT Saat Alam Pulih Indonesia,"Jl. Pantai Seseh, Cemagi, Kec. Mengwi, Kabupaten Badung, Bali 80351, Cemagi, Mengwi, Kabupaten Badung, Bali",Telp.,,21022
1197.,PT SABABAY INDUSTRY,"JL. Prof. Ida Bagus Mantra, Bypass No. 333X, Keramas, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 036 1949 098,,11020
1198.,PR Sagara,"Dusun Payungan Desa Selat, Desa/Kelurahan Selat, Kec. Klungkung, Selat, Klungkung, Kabupaten Klungkung, Bali",Telp. 081*********,,14111
1199.,PT Sam Sam Tung,"Jln Kargo Taman V No 6, Ubung Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. 03618443086,,22210
1200.,PT Samabayu Mandala,"Jl. Raya Munggu - Kapal No. 55 X (Baru Jl. Tunjung), Kapal, Mengwi, Kabupaten Badung, Bali",Telp. 03619006223,,20112
1201.,PT Samantha Sung Bali,"Jl. Gunung Agung Gg. Indus No. 71A, Pemecutan  Kelod, Denpasar Barat, Kota Denpasar, Bali",Telp. 0361-415047,,14111
1202.,PT Samu Bali Official,"Jl. Gunungbau, Kec. Kintamani, Kabupaten Bangli, Gunungbau, Kintamani, Kabupaten Bangli, Bali",Telp. 081*********,,10761
